Data,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,Acc,Total,Razao,Casa
14/02/2020,12.681,12.696,12.322,12.292,11.948,11.350,11.795,11.201,11.882,11.874,11.728,131.769,295.237,224,C4
15/02/2020,12.738,12.976,13.715,13.371,13.000,12.969,12.930,12.214,12.515,12.890,12.869,142.185,304.715,214,C3
16/02/2020,11.557,12.189,11.768,12.283,12.124,12.577,12.204,12.569,13.077,13.026,13.007,136.381,311.945,228,C5
17/02/2020,13.113,13.475,13.503,13.337,12.513,11.843,12.360,11.558,11.942,12.548,12.215,138.405,298.046,215,C3
18/02/2020,12.693,12.204,12.895,13.084,12.700,12.776,13.442,13.321,12.693,13.135,13.019,141.959,311.637,219,C4
19/02/2020,14.011,13.427,13.539,13.051,12.904,13.422,13.264,13.430,13.286,13.286,12.238,145.857,299.923,205,C2
20/02/2020,11.881,11.720,11.907,11.899,12.283,12.298,11.939,12.989,13.037,12.985,12.426,135.361,314.940,232,C5
21/02/2020,13.261,13.975,14.268,13.507,13.633,13.275,13.247,12.918,12.895,13.621,14.301,148.898,323.760,217,C4
22/02/2020,12.948,12.427,12.448,12.493,13.728,11.991,12.608,13.240,13.179,12.712,12.325,140.096,306.791,218,C4
23/02/2020,11.402,11.760,11.379,12.073,11.361,12.202,12.718,12.463,12.633,13.769,13.101,134.860,295.971,219,C4
24/02/2020,12.135,12.089,12.004,12.106,12.244,12.408,11.701,12.078,12.020,12.225,13.512,134.519,304.730,226,C5
25/02/2020,12.501,13.154,13.427,12.866,13.065,12.870,13.022,12.756,13.135,13.668,12.244,142.705,308.161,215,C3
26/02/2020,12.814,13.918,12.499,12.707,12.719,12.737,12.341,12.672,13.218,13.506,13.769,142.897,306.817,214,C3
27/02/2020,11.213,11.949,13.156,13.388,12.860,11.079,11.769,11.802,11.511,11.591,11.550,131.864,299.138,226,C5
28/02/2020,11.985,12.363,12.365,11.991,10.444,10.768,11.353,10.825,11.823,11.912,12.463,128.289,296.768,231,C5
29/02/2020,14.043,13.947,14.124,13.467,13.560,12.728,12.620,12.146,12.244,12.283,12.616,143.774,304.293,211,C3
01/03/2020,12.252,12.013,11.421,11.353,11.424,11.746,11.430,10.579,11.372,11.329,11.775,126.690,279.982,220,C4
02/03/2020,12.004,12.936,13.002,13.132,12.693,13.950,13.682,13.756,13.949,13.371,13.445,145.917,314.258,215,C3
03/03/2020,13.112,13.547,13.383,13.326,13.116,13.366,13.912,13.740,13.688,13.624,13.856,148.670,313.532,210,C3
04/03/2020,12.385,12.237,12.417,12.404,11.248,11.216,11.217,11.171,10.668,11.373,10.182,126.518,269.825,213,C3
07/03/2020,11.575,11.994,11.217,10.076,10.073,9.948,10.187,10.367,11.039,11.570,12.491,120.537,266.136,220,C4
09/03/2020,10.662,10.928,10.789,10.957,10.181,10.964,11.359,10.880,10.647,10.818,10.888,119.072,260.180,218,C4
10/03/2020,11.084,10.205,10.833,11.640,10.320,10.064,11.238,9.969,10.271,10.932,10.535,117.091,264.525,225,C4
11/03/2020,10.852,11.673,12.062,12.077,11.723,10.280,10.626,10.046,10.331,11.047,10.654,121.370,272.933,224,C4
12/03/2020,12.037,12.036,12.043,12.063,12.049,12.060,11.653,11.144,11.407,11.467,10.010,127.969,272.543,212,C3
13/03/2020,11.487,11.676,11.678,11.690,11.699,11.322,11.693,10.856,10.767,10.722,10.913,124.503,270.549,217,C4
14/03/2020,10.325,10.556,11.164,11.218,10.945,10.300,10.931,10.426,10.763,11.785,11.429,119.841,267.240,222,C4
15/03/2020,10.169,10.381,10.757,10.814,12.190,10.206,10.438,10.626,10.813,10.239,9.178,115.810,235.715,203,C2
16/03/2020,9.093,9.417,10.072,9.657,9.468,10.311,10.050,9.336,10.306,9.718,9.571,106.996,241.810,225,C4
17/03/2020,10.606,11.238,10.373,9.231,8.184,8.595,9.537,9.566,9.369,9.723,10.104,106.524,233.723,219,C4
18/03/2020,10.145,9.985,10.145,9.926,10.150,10.766,9.726,10.195,11.490,11.659,11.363,115.549,257.083,222,C4
19/03/2020,10.805,11.182,9.647,9.060,8.469,9.049,9.308,9.215,9.603,8.470,9.073,103.878,239.784,230,C5
20/03/2020,10.811,10.246,10.225,9.639,9.661,10.037,9.842,9.692,10.101,11.551,10.764,112.567,250.413,222,C4
21/03/2020,10.334,9.942,10.556,10.321,10.368,9.816,11.089,11.351,11.307,10.857,10.011,115.949,249.740,215,C3
22/03/2020,10.050,10.618,11.802,10.247,9.676,9.653,9.268,9.102,9.131,8.276,9.171,106.995,233.558,218,C4
23/03/2020,10.037,8.868,10.048,9.466,9.872,8.918,8.105,8.146,8.146,8.559,9.589,99.752,229.673,230,C5
24/03/2020,9.134,10.751,9.675,10.490,10.518,9.564,9.894,9.052,10.136,9.856,10.140,109.209,248.914,227,C5
25/03/2020,10.067,10.060,10.463,9.695,9.882,9.690,10.681,9.237,10.509,11.607,9.792,111.680,245.609,219,C4
26/03/2020,9.844,10.827,10.453,10.256,9.677,8.706,7.578,5.764,6.329,6.783,6.728,92.942,222.280,239,C6
27/03/2020,10.261,10.065,9.878,9.506,9.283,10.279,9.482,8.432,9.936,10.831,9.942,107.894,240.348,222,C4
28/03/2020,10.329,10.818,10.131,9.669,9.820,10.446,10.043,10.359,10.110,10.018,10.200,111.941,245.871,219,C4
29/03/2020,9.990,9.821,9.241,9.398,9.285,9.063,9.403,8.651,9.340,9.180,9.959,103.329,230.888,223,C4
30/03/2020,9.614,9.811,9.827,9.810,9.463,9.243,8.557,8.576,9.165,8.900,9.245,102.209,244.380,239,C6
31/03/2020,9.574,10.162,9.988,9.967,11.513,11.528,11.176,9.106,10.229,9.597,9.713,112.551,250.459,222,C4
03/04/2020,8.400,9.449,8.785,9.132,9.524,8.895,9.004,9.080,9.695,8.973,9.080,100.015,228.596,228,C5
04/04/2020,9.630,8.884,9.269,9.421,9.732,9.209,9.508,8.361,9.534,8.880,9.475,101.900,228.680,224,C4
05/04/2020,8.932,9.713,9.457,9.449,9.344,9.622,9.453,8.756,9.565,8.342,8.798,101.428,223.759,220,C4
06/04/2020,9.435,9.542,9.452,8.371,9.698,9.300,9.183,7.771,8.607,8.652,7.856,97.865,206.263,210,C3
07/04/2020,7.376,8.162,9.358,7.756,8.171,8.192,8.164,8.144,7.593,8.770,8.753,90.436,195.951,216,C4
08/04/2020,7.282,7.311,6.928,6.656,6.984,7.607,8.024,7.834,7.834,7.512,7.234,81.204,204.704,252,C7
09/04/2020,9.365,9.461,9.048,9.128,9.154,8.001,8.534,8.631,8.354,8.303,7.459,95.435,214.971,225,C4
10/04/2020,9.037,9.003,8.302,9.295,7.942,8.524,9.957,9.929,9.737,8.274,8.722,98.720,217.808,220,C4
11/04/2020,9.168,10.366,8.199,8.526,8.383,8.596,9.090,8.027,7.933,9.089,8.963,96.336,208.545,216,C3
12/04/2020,8.386,8.563,9.660,9.365,8.925,8.970,9.739,8.209,8.584,9.028,9.071,98.498,216.349,219,C4
13/04/2020,9.320,8.906,8.855,8.384,8.544,8.305,8.376,7.660,9.383,10.090,10.101,97.924,226.514,231,C5
14/04/2020,8.682,7.566,8.326,8.377,7.990,7.790,7.814,7.959,8.185,7.485,6.665,86.839,194.745,224,C4
15/04/2020,7.959,8.345,7.979,7.587,8.000,7.979,7.993,7.915,9.313,9.313,9.993,92.375,208.804,226,C4
16/04/2020,8.746,8.366,7.220,7.496,7.590,7.991,7.983,8.377,8.306,9.228,9.996,91.299,205.365,224,C4
17/04/2020,8.772,8.184,8.271,8.039,7.660,8.037,8.039,7.220,7.927,7.856,7.334,87.339,187.856,215,C3
18/04/2020,7.644,7.664,8.024,8.434,7.662,8.048,8.069,7.662,7.243,7.305,8.607,86.362,207.547,240,C6
19/04/2020,8.804,8.306,8.772,8.573,9.394,8.806,8.803,8.401,7.916,8.090,8.151,94.016,207.854,221,C4
21/04/2020,9.448,9.828,9.635,9.831,9.648,9.269,10.048,8.629,9.120,9.094,9.418,103.968,226.296,217,C4
22/04/2020,8.700,7.928,8.319,8.347,8.329,9.277,8.560,7.551,8.279,7.432,8.149,90.869,200.724,220,C4
23/04/2020,8.192,8.860,9.094,10.843,8.319,8.532,7.363,7.526,7.484,7.258,6.083,89.553,190.584,212,C3
24/04/2020,7.819,8.024,7.525,8.038,8.032,9.360,9.420,9.330,9.285,8.249,8.232,93.314,205.547,220,C4
25/04/2020,9.195,8.427,8.032,8.041,7.557,7.493,7.445,7.627,7.545,8.663,8.248,88.273,209.955,237,C6
26/04/2020,9.985,9.602,9.044,8.615,9.051,9.751,9.277,8.214,8.857,8.873,8.266,99.532,211.449,212,C3
27/04/2020,9.206,9.799,9.191,10.554,9.058,9.358,9.968,9.572,10.745,10.614,10.158,108.222,233.412,215,C3
28/04/2020,8.828,9.762,10.193,10.153,9.432,8.978,9.046,8.558,8.944,8.424,8.518,100.835,225.093,223,C4
29/04/2020,9.621,9.458,9.481,8.542,9.232,9.401,8.928,9.268,9.825,9.552,9.739,103.047,227.593,220,C4
30/04/2020,8.917,8.729,9.268,8.402,8.947,8.744,8.747,7.770,8.459,7.457,8.770,94.209,207.902,220,C4
01/05/2020,9.075,8.525,8.737,8.812,8.585,7.941,8.693,7.526,8.989,7.817,8.337,93.037,204.682,220,C4
02/05/2020,10.828,7.571,9.007,8.740,8.724,8.367,9.310,7.556,9.215,8.178,8.550,96.046,203.268,211,C3
03/05/2020,7.610,8.388,8.011,7.994,8.263,8.005,8.003,7.987,7.544,7.516,7.446,86.766,189.580,218,C4
04/05/2020,8.006,7.649,7.636,7.242,8.257,8.275,6.687,7.988,7.558,8.900,8.900,87.094,196.117,225,C4
05/05/2020,8.787,7.622,8.678,8.410,7.626,9.199,7.654,8.785,7.592,7.852,8.393,90.595,202.501,223,C4
06/05/2020,8.016,8.407,7.260,7.415,7.864,7.870,7.822,8.254,8.557,7.878,9.652,88.993,207.531,233,C5
07/05/2020,8.826,8.821,8.455,8.834,7.693,7.672,7.910,8.196,8.385,8.412,7.545,90.749,202.366,222,C4
08/05/2020,8.228,9.524,8.494,8.085,8.525,7.983,7.981,7.931,8.876,9.747,8.730,94.103,203.687,216,C3
09/05/2020,7.851,7.190,6.877,7.483,7.087,6.481,7.726,7.105,7.059,7.761,8.463,81.082,175.690,216,C4
10/05/2020,7.920,6.884,6.681,6.473,6.588,6.343,6.479,5.513,5.381,5.758,5.919,69.936,153.156,218,C4
11/05/2020,7.126,7.326,6.966,7.106,6.837,7.020,6.718,7.197,6.743,7.951,8.268,79.257,183.739,231,C5
12/05/2020,7.594,7.604,7.616,7.240,7.276,7.012,7.116,6.842,6.790,7.574,8.796,81.457,185.532,227,C5
13/05/2020,7.989,7.621,7.624,7.228,7.603,7.998,7.673,6.352,6.788,7.152,6.730,80.756,176.486,218,C4
14/05/2020,6.827,7.218,7.227,7.229,6.865,6.483,6.585,6.842,7.481,7.850,8.310,78.915,177.439,224,C4
15/05/2020,6.879,6.627,7.146,6.605,6.744,6.875,7.386,7.520,7.353,7.226,7.442,77.801,169.803,218,C4
16/05/2020,6.491,5.910,6.105,6.492,7.238,9.080,6.378,6.374,5.786,6.258,6.747,72.857,157.136,215,C3
17/05/2020,6.388,6.341,6.773,7.646,7.155,6.863,7.274,5.699,6.425,5.989,5.933,72.483,166.573,229,C5
18/05/2020,7.252,7.252,7.277,7.275,7.304,7.205,7.307,7.284,8.770,8.962,9.036,84.922,194.750,229,C5
19/05/2020,6.458,7.242,6.852,7.246,7.287,7.560,7.745,7.922,7.578,7.155,7.884,80.927,182.176,225,C4
20/05/2020,7.258,7.667,7.246,7.920,8.929,7.668,7.296,6.867,7.616,7.551,7.665,83.680,187.490,224,C4
21/05/2020,8.056,7.683,7.677,7.393,7.557,8.039,8.061,7.989,7.862,7.591,7.853,85.759,186.746,217,C4
22/05/2020,7.601,7.221,7.226,7.244,7.205,7.246,7.637,6.855,7.167,8.290,7.408,81.097,183.322,226,C4
23/05/2020,7.462,6.914,7.064,7.185,6.830,6.813,6.809,7.147,7.913,7.509,7.085,78.728,172.124,218,C4
24/05/2020,6.809,6.491,6.397,6.511,6.504,6.104,6.581,6.760,6.541,7.104,7.198,72.999,160.090,219,C4
25/05/2020,6.457,6.757,6.845,7.083,6.965,6.095,5.973,6.179,6.691,7.531,6.850,73.423,176.481,240,C6
26/05/2020,8.030,7.624,5.818,6.424,6.899,6.907,6.525,6.476,7.036,7.381,7.203,76.320,175.015,229,C5
27/05/2020,9.014,7.705,7.603,7.192,7.585,7.578,8.710,7.163,9.351,9.961,8.357,90.217,194.993,216,C3
28/05/2020,7.954,7.564,7.577,7.505,7.657,7.981,7.606,7.553,7.898,7.484,7.595,84.372,191.479,226,C5
29/05/2020,8.337,8.250,8.103,7.638,7.241,7.265,7.275,6.070,7.844,6.857,6.263,81.140,180.684,222,C4
30/05/2020,7.873,8.072,7.970,8.382,8.779,8.013,8.019,7.604,7.557,7.124,7.363,86.754,187.894,216,C4
31/05/2020,7.243,7.408,7.960,7.214,7.624,7.238,6.940,7.220,7.087,6.353,8.101,80.386,179.753,223,C4
01/06/2020,7.576,7.579,8.355,7.590,7.975,8.257,7.961,9.088,8.969,10.513,11.257,95.118,215.420,226,C4
02/06/2020,8.401,8.803,6.890,6.922,7.199,7.657,6.897,7.136,6.545,6.647,7.454,80.547,186.306,231,C5
03/06/2020,8.396,6.526,8.232,7.288,8.387,7.606,8.387,8.395,8.328,8.238,9.005,88.787,199.241,224,C4
04/06/2020,8.769,7.641,8.001,8.402,7.455,7.455,7.994,8.744,9.542,9.946,9.133,93.081,200.599,215,C3
05/06/2020,8.767,9.858,8.031,7.253,7.564,9.248,8.046,7.631,8.574,8.574,8.389,91.935,194.841,211,C3
06/06/2020,7.676,7.683,7.667,7.680,8.083,6.952,7.289,6.939,6.850,7.154,6.818,80.791,179.733,222,C4
07/06/2020,7.202,6.135,7.185,7.304,6.501,7.277,5.778,6.467,6.072,6.084,6.684,72.689,167.739,230,C5
08/06/2020,7.259,7.270,7.247,7.270,6.891,7.589,7.638,8.004,8.393,8.742,7.900,84.203,196.724,233,C5
09/06/2020,7.997,7.595,7.961,8.365,7.652,7.586,8.395,7.966,8.892,8.721,8.957,90.087,211.806,235,C5
10/06/2020,8.355,9.545,8.660,8.787,8.416,8.347,8.436,8.784,9.119,9.477,8.981,96.907,208.288,214,C3
12/06/2020,7.652,7.923,7.648,8.011,7.319,6.923,7.262,7.619,7.594,7.930,7.476,83.357,186.554,223,C4
13/06/2020,7.653,8.018,8.774,8.089,7.645,8.453,8.063,7.654,7.625,7.550,7.492,87.016,186.035,213,C3
14/06/2020,7.268,7.166,6.916,6.141,6.909,6.880,6.898,6.870,6.747,6.412,6.739,74.945,165.057,220,C4
15/06/2020,6.663,6.931,7.306,7.589,7.307,9.202,8.883,8.837,7.615,7.968,8.511,86.811,190.595,219,C4
16/06/2020,7.684,7.682,8.796,7.722,7.684,7.300,7.667,7.266,5.705,6.036,6.304,79.846,173.077,216,C4
17/06/2020,6.502,6.921,6.915,6.779,7.703,6.923,6.927,6.927,7.556,7.570,7.504,78.226,177.263,226,C5
18/06/2020,6.531,6.906,7.311,6.937,6.924,6.458,6.570,6.919,6.486,7.556,7.166,75.764,165.852,218,C4
19/06/2020,6.509,6.530,6.124,6.874,6.517,6.897,6.521,6.774,6.844,6.780,7.522,73.893,167.289,226,C4
20/06/2020,6.889,6.495,6.876,6.907,6.773,6.917,6.917,6.889,6.083,6.766,8.610,76.123,162.064,212,C3
21/06/2020,6.109,6.118,6.100,5.758,6.134,6.145,5.634,5.367,5.666,5.611,5.559,64.199,144.685,225,C4
24/06/2020,8.031,8.040,8.439,8.445,7.955,8.077,7.702,7.275,7.249,8.692,9.138,89.044,202.174,227,C5
25/06/2020,8.409,8.803,8.450,8.458,7.684,8.004,8.079,8.047,7.964,8.920,8.317,91.133,199.129,218,C4
26/06/2020,7.996,8.752,8.387,7.586,7.994,7.220,7.224,7.595,7.939,7.771,8.234,86.697,190.042,219,C4
27/06/2020,7.653,7.136,7.249,7.545,7.582,7.576,7.581,7.160,7.149,8.251,8.684,83.565,176.704,211,C3
28/06/2020,6.874,7.147,7.255,6.881,6.499,7.244,8.042,7.287,6.076,6.011,6.350,75.665,161.744,213,C3
29/06/2020,6.543,6.924,7.328,6.874,6.901,6.233,6.905,6.518,7.254,7.581,7.947,77.006,174.639,226,C5
30/06/2020,7.389,7.526,8.053,7.291,6.508,6.920,7.994,7.257,8.349,9.113,10.514,86.913,214.507,246,C7
01/07/2020,7.608,7.986,8.359,7.988,7.607,7.197,7.581,8.243,7.961,8.677,9.612,88.819,198.560,223,C4
02/07/2020,8.799,8.070,8.436,8.430,8.449,8.455,8.482,8.311,8.016,9.076,8.713,93.237,201.893,216,C4
03/07/2020,8.019,8.754,8.754,8.840,8.445,8.070,8.448,8.439,7.644,7.582,8.662,91.655,200.140,218,C4
04/07/2020,8.081,8.874,8.462,7.690,8.742,8.122,6.589,6.916,6.537,6.427,6.758,83.196,186.494,224,C4
05/07/2020,7.291,7.654,8.463,7.584,7.667,7.676,8.083,8.061,7.666,7.654,6.441,84.236,185.841,220,C4
06/07/2020,9.638,8.838,8.337,8.837,8.462,8.854,8.065,8.821,8.751,8.689,8.657,95.946,205.797,214,C3
08/07/2020,7.707,6.171,5.782,5.379,5.682,6.487,6.173,5.760,5.294,6.378,6.767,67.578,154.669,228,C5
09/07/2020,6.429,6.151,5.765,5.320,5.804,5.759,6.062,6.148,5.748,6.483,6.479,66.144,163.683,247,C7
10/07/2020,7.693,8.110,7.725,7.317,8.085,7.720,8.117,7.701,7.896,8.411,7.938,86.712,190.949,220,C4
11/07/2020,8.051,7.670,8.033,7.665,7.289,7.290,7.326,7.296,7.239,7.087,6.727,81.670,181.687,222,C4
12/07/2020,6.509,6.506,6.916,6.538,6.523,6.915,6.885,6.890,6.880,6.418,5.946,72.923,171.640,235,C5
13/07/2020,9.005,9.535,7.626,7.640,7.271,7.270,7.287,6.860,6.833,7.138,7.501,83.963,181.751,216,C3
14/07/2020,7.231,7.109,7.248,8.007,7.235,7.246,7.212,7.238,7.169,8.727,7.552,81.970,182.249,222,C4
15/07/2020,7.299,7.685,7.287,7.314,7.692,7.301,8.076,8.052,7.995,8.736,7.108,84.543,188.323,222,C4
16/07/2020,7.675,7.685,7.695,7.728,7.280,6.902,6.939,7.311,6.888,6.818,7.888,80.808,183.587,227,C5
17/07/2020,6.907,8.072,8.160,8.457,6.979,6.138,5.868,6.047,6.125,6.428,7.142,76.320,172.469,225,C4
18/07/2020,7.354,7.348,7.329,6.956,6.954,6.935,7.210,7.318,6.854,7.611,8.641,80.508,183.879,228,C5
19/07/2020,6.940,7.313,6.936,7.342,7.352,6.963,6.909,5.848,5.970,6.463,7.217,75.250,166.526,221,C4
20/07/2020,7.349,8.063,7.343,6.961,7.357,9.598,10.061,8.076,8.782,9.887,10.520,93.994,204.137,217,C4
21/07/2020,8.052,8.837,8.459,10.020,8.070,8.445,8.465,8.037,7.983,7.593,8.974,92.933,194.619,209,C3
22/07/2020,7.834,9.151,8.361,7.972,8.001,7.622,7.995,7.937,7.515,7.845,7.018,87.248,194.907,223,C4
23/07/2020,8.457,8.531,9.544,7.183,8.070,7.678,7.668,8.004,8.378,8.596,8.422,90.529,208.155,229,C5
24/07/2020,8.919,10.003,10.736,10.402,10.413,9.688,11.113,9.948,9.257,11.020,10.251,111.746,233.584,209,C3
25/07/2020,8.456,8.930,9.127,8.109,8.154,7.781,7.812,7.440,8.064,8.072,8.046,89.990,188.789,209,C3
26/07/2020,8.473,6.393,7.871,7.115,6.417,8.245,6.464,7.181,5.630,7.442,6.710,77.937,172.853,221,C4
27/07/2020,7.200,7.175,6.905,6.865,7.213,7.889,7.668,7.597,7.577,7.504,7.831,81.424,177.255,217,C4
28/07/2020,6.853,7.265,7.250,6.917,6.539,5.758,6.435,6.099,6.022,5.619,5.611,70.368,158.332,225,C4
29/07/2020,6.493,6.620,7.253,7.291,6.985,6.980,6.948,6.557,6.436,6.505,6.731,74.799,168.091,224,C4
30/07/2020,6.865,6.661,6.854,6.667,6.865,6.142,6.180,6.209,6.547,6.416,6.863,72.269,165.479,228,C5
31/07/2020,7.072,7.396,7.374,7.794,7.047,6.509,6.607,6.547,6.613,6.541,6.363,75.863,167.507,220,C4
01/08/2020,6.859,6.554,6.616,6.957,6.578,6.871,6.298,6.574,5.600,6.109,6.763,71.779,164.730,229,C5
02/08/2020,5.837,5.859,5.824,6.221,6.128,5.914,6.506,6.284,5.968,4.975,4.882,64.398,142.685,221,C4
03/08/2020,5.509,6.953,7.288,7.053,7.763,6.617,5.835,5.726,6.486,6.451,6.390,72.071,159.562,221,C4
04/08/2020,6.076,7.994,8.377,8.850,9.391,8.519,8.438,6.621,6.123,6.837,6.988,84.214,177.954,211,C3
06/08/2020,7.988,6.965,6.981,6.894,6.250,6.565,6.952,6.924,6.887,7.195,7.109,76.709,170.153,221,C4
07/08/2020,7.354,7.765,7.552,6.715,6.854,6.876,6.960,6.886,6.428,7.126,7.491,78.008,180.860,231,C5
08/08/2020,7.995,7.995,8.403,8.038,7.252,7.240,7.535,6.849,8.225,6.830,7.506,83.869,176.029,209,C3
09/08/2020,6.432,7.229,6.503,5.629,6.208,6.875,6.789,6.216,5.941,5.995,6.351,70.167,157.182,224,C4
11/08/2020,7.186,6.983,7.257,7.279,6.913,6.125,6.525,6.486,6.811,7.518,7.891,76.973,181.710,236,C5
12/08/2020,9.051,8.480,9.460,9.164,8.114,8.681,7.629,7.972,7.929,9.797,7.803,94.080,204.713,217,C4
13/08/2020,8.870,9.183,8.722,9.402,7.681,8.219,8.379,7.571,8.688,8.974,9.368,95.055,205.877,216,C4
14/08/2020,8.039,8.797,7.921,8.700,8.178,7.398,8.710,7.095,6.970,8.861,8.659,89.328,195.556,218,C4
15/08/2020,7.550,8.707,7.564,7.828,7.956,7.968,7.622,7.586,7.157,8.954,8.782,87.675,190.619,217,C4
16/08/2020,7.037,7.570,7.692,7.104,7.618,7.262,7.651,7.223,6.839,6.672,6.496,79.165,179.403,226,C5
17/08/2020,9.760,8.700,7.584,8.169,8.063,7.880,6.266,7.309,7.624,8.068,8.109,87.530,187.902,214,C3
18/08/2020,7.710,7.648,8.449,8.369,7.998,6.991,7.689,7.411,8.691,8.426,8.359,87.739,196.900,224,C4
19/08/2020,7.633,8.053,7.844,8.316,8.078,8.131,7.704,7.298,8.255,8.408,8.562,88.281,194.011,219,C4
20/08/2020,7.792,8.294,8.054,8.046,8.049,7.863,7.878,7.684,8.022,9.593,7.853,89.127,192.211,215,C3
21/08/2020,8.220,8.333,8.066,8.058,7.708,6.551,6.535,6.916,7.464,8.845,8.070,84.765,204.601,241,C6
22/08/2020,8.471,9.299,8.484,8.108,8.104,8.388,8.119,8.071,8.969,9.136,8.405,93.552,196.149,209,C3
23/08/2020,6.814,7.184,7.520,7.551,7.417,7.414,7.426,4.890,5.918,6.853,7.203,76.186,179.276,235,C5
24/08/2020,7.764,6.991,6.990,7.003,6.350,6.603,6.742,6.944,6.893,7.206,8.348,77.834,174.410,224,C4
25/08/2020,7.356,7.360,7.164,7.159,6.997,6.170,6.935,6.538,7.524,8.081,7.947,79.230,180.335,227,C5
26/08/2020,7.289,7.720,7.726,7.756,7.724,7.389,7.263,7.039,7.163,8.362,7.751,83.182,185.734,223,C4
27/08/2020,7.338,7.705,7.721,8.132,7.787,7.318,6.986,6.167,8.170,9.129,7.718,84.169,179.343,213,C3
28/08/2020,7.697,7.689,7.593,7.713,6.932,7.162,7.107,7.259,7.988,8.695,8.275,84.108,194.745,231,C5
29/08/2020,8.418,8.420,8.123,7.650,7.376,6.994,7.477,6.623,7.660,7.836,8.735,85.310,185.677,217,C4
30/08/2020,7.799,7.837,7.711,7.733,7.842,7.861,7.960,6.665,7.403,7.450,7.923,84.181,189.313,224,C4
31/08/2020,8.601,7.711,8.510,8.085,8.324,7.629,7.682,8.080,7.872,8.913,3.874,85.277,199.984,234,C5
01/09/2020,7.939,8.413,8.044,9.154,7.699,7.223,9.160,7.136,8.316,9.064,8.443,90.588,204.317,225,C4
02/09/2020,9.040,3.710,15.578,8.897,9.041,7.971,461,14.431,10.456,9.736,10.221,99.539,224.992,226,C4
03/09/2020,8.705,8.612,8.744,8.785,8.496,8.343,8.374,6.314,11.403,9.662,11.121,98.555,209.088,212,C3
04/09/2020,8.733,8.763,7.998,3.196,13.415,8.680,7.509,9.138,8.944,9.457,10.450,96.279,213.289,221,C4
05/09/2020,8.293,8.495,8.664,8.632,8.111,7.955,8.173,8.329,8.840,8.349,8.537,92.374,196.767,213,C3
06/09/2020,7.620,8.189,7.550,7.557,7.974,7.531,7.773,6.591,7.475,7.753,7.763,83.774,187.456,223,C4
07/09/2020,9.255,9.469,9.812,9.796,9.639,7.573,8.021,7.757,8.210,8.426,8.708,96.664,210.002,217,C4
08/09/2020,8.747,9.654,9.081,8.873,8.991,8.849,8.276,8.469,8.858,9.371,8.943,98.108,218.458,222,C4
09/09/2020,9.043,8.059,7.911,7.535,7.544,7.438,7.147,7.502,7.060,8.145,7.725,85.106,184.596,216,C4
10/09/2020,7.916,7.529,8.290,8.166,8.088,6.415,8.314,8.742,8.055,7.796,8.522,87.833,200.484,228,C5
11/09/2020,8.859,9.086,8.346,8.335,8.353,7.969,8.360,7.953,7.899,8.115,8.433,91.707,204.735,223,C4
12/09/2020,8.592,9.027,8.780,8.572,8.809,9.188,8.812,8.785,8.686,9.272,9.130,97.651,205.326,210,C3
13/09/2020,8.023,7.607,7.632,8.031,7.698,7.914,8.547,7.143,7.192,7.886,7.489,85.160,184.255,216,C3
14/09/2020,8.049,8.110,8.439,8.376,8.112,8.108,8.510,7.644,8.196,8.461,8.327,90.330,201.781,223,C4
15/09/2020,9.619,10.039,9.880,9.836,9.664,9.487,9.432,9.413,9.925,10.415,9.833,107.541,228.715,212,C3
16/09/2020,8.780,9.397,10.321,11.489,10.550,9.349,8.960,10.597,10.547,10.897,9.860,110.745,235.102,212,C3
17/09/2020,9.470,10.628,9.209,9.764,8.737,9.741,8.513,7.571,7.833,9.175,8.312,98.951,208.272,210,C3
18/09/2020,7.583,8.963,8.136,7.610,7.343,6.724,7.116,6.788,6.704,7.784,7.374,82.125,180.550,219,C4
19/09/2020,7.564,7.559,8.315,7.554,7.810,7.681,7.123,7.126,7.955,7.980,7.752,84.419,182.175,215,C3
20/09/2020,6.506,6.712,7.672,7.081,8.003,7.181,7.247,7.222,7.030,7.099,8.020,79.773,168.821,211,C3
21/09/2020,6.889,6.776,7.243,6.888,7.655,6.509,7.279,7.190,7.603,8.357,8.213,80.602,194.204,240,C6
22/09/2020,7.634,8.033,8.064,8.323,8.188,7.936,8.154,7.959,8.078,9.615,8.832,90.816,203.707,224,C4
23/09/2020,7.928,7.963,7.962,7.884,7.959,7.607,7.397,7.085,7.819,8.816,8.345,86.765,194.485,224,C4
24/09/2020,7.912,9.126,8.207,8.400,8.397,7.973,7.468,6.845,8.526,9.335,8.528,90.717,205.439,226,C4
25/09/2020,8.640,9.133,8.561,9.356,8.181,7.167,7.857,7.353,8.619,8.420,10.219,93.506,235.172,251,C7
27/09/2020,10.034,10.410,9.665,10.044,10.082,8.579,9.810,8.390,9.203,9.547,9.098,104.862,232.656,221,C4
28/09/2020,9.523,10.062,10.076,8.943,10.090,10.098,11.257,9.803,9.116,10.703,9.607,109.277,233.131,213,C3
29/09/2020,9.337,10.393,10.521,10.266,8.922,10.165,9.086,8.455,9.661,8.874,9.894,105.572,230.992,218,C4
30/09/2020,9.354,11.299,10.169,9.389,9.088,9.373,9.381,10.416,11.104,12.477,12.017,114.066,265.896,233,C5
